order_id,customer_id,customer_name,customer_email,product_id,product_category,unit_price,quantity,country,order_status,order_date
ORD1224,CUST354,Teresa Johnson,ian27@example.com,PROD144,Electronics,423.88,8.0,KG,Returned,2026-02-04
ORD1225,CUST380,Marc Sullivan,marshwilliam@example.org,PROD123,Beauty,468.67,6.0,QA,Returned,2026-03-22
ORD1226,CUST489,William Jackson III,newmanjason@example.net,PROD117,Beauty,197.76,5.0,MT,Completed,2026-05-29 13:14:51.459782
ORD1227,CUST315,Larry Turner,dwilliams@example.net,PROD115,Home,369.94,4.0,DZ,Completed,2026-03-20
ORD1228,CUST30,Amy Kane,htodd@example.org,PROD191,Electronics,313.11,9.0,VC,Returned,2026-02-17
ORD1229,CUST444,Carrie Mclaughlin,shannonamber@example.com,PROD191,Beauty,213.61,4.0,NL,Returned,2026-03-15
ORD1230,CUST65,Laura Carter,russell91@example.com,PROD128,Electronics,254.47,1.0,GB,Returned,2026-02-21
ORD1231,CUST396,Donald West,dweber@example.org,PROD132,Apparel,25.79,10.0,NZ,Cancelled,2026-02-14
ORD1232,CUST475,Brenda Davis,nelsonleroy@example.net,PROD163,Beauty,490.51,9.0,MG,Cancelled,2026-02-22
ORD1233,CUST418,Jocelyn Dillon,rebeccacruz@example.org,PROD125,Apparel,199.08,6.0,BT,Returned,2026-03-14
ORD1234,CUST7,Sarah Hanson,lhoward@example.net,PROD159,Electronics,180.46,7.0,LU,Completed,2026-04-24
ORD1235,CUST63,William Martin,jasonsanchez@example.org,PROD110,Beauty,285.2,2.0,CF,Cancelled,2026-04-11
ORD1236,CUST93,Daniel Hull,awilson@example.net,PROD159,Beauty,201.34,5.0,HT,Returned,2026-03-14
ORD1237,CUST22,John Anderson,oreynolds@example.org,PROD143,Electronics,452.58,6.0,SO,Cancelled,2026-04-11
ORD1238,CUST378,Robin Davis,michelle70@example.com,PROD112,Electronics,-82.54414815522567,1.0,CH,Returned,2026-03-01
ORD1239,CUST117,Jessica Rodriguez,casey78@example.org,PROD191,Beauty,115.44,3.0,AU,Completed,2026-02-20
ORD1240,CUST473,Anne Walsh,kbrooks@example.org,PROD135,Electronics,223.31,9.0,GD,Returned,2026-03-14
ORD1241,CUST381,Gregory Brennan DDS,smiles@example.org,PROD153,Apparel,158.55,7.0,KW,Cancelled,2026-04-04
ORD1242,CUST120,Madeline Wells,dwatson@example.com,PROD122,Beauty,64.12,3.0,EG,Completed,2026-04-03
ORD1243,CUST26,Nathan Foster,cliffordchurch@example.org,PROD129,Electronics,492.02,7.0,SD,Cancelled,2026-02-03
ORD1244,CUST442,Kevin Macdonald,brittany62@example.net,PROD168,Beauty,329.06,5.0,MW,Completed,2026-02-25
ORD1245,CUST346,Andrew Gray,abigail30@example.net,PROD103,Apparel,105.48,2.0,LK,Returned,2026-01-30
ORD1246,CUST298,Beth Taylor,greed@example.net,PROD142,Beauty,426.77,8.0,EC,Completed,2026-03-25
ORD1247,CUST143,William Lowery,nrobinson@example.com,PROD182,Electronics,457.64,2.0,KN,Returned,2026-03-28
ORD1248,CUST292,Darrell Arnold,millertammy@example.org,PROD127,Home,411.94,10.0,AM,Returned,2026-02-22
ORD1249,CUST262,Robert Mills,hsmith@example.com,PROD171,Apparel,480.03,5.0,AF,Cancelled,2026-04-13
ORD1250,CUST229,Sharon Brewer,smithjennifer@example.com,PROD158,Apparel,96.51,4.0,DJ,Completed,2026-04-11
ORD1251,CUST453,Sherry House,joshuajones@example.com,PROD139,Beauty,216.64,7.0,LB,Completed,2026-03-22
ORD1252,CUST439,Diana Cook,smithsandra@example.com,PROD123,Electronics,74.24,3.0,KI,Cancelled,2026-02-23
ORD1253,CUST443,Ronald Fox,williamsalicia@example.org,PROD190,Beauty,48.21,9.0,HT,Completed,2026-02-08
ORD1254,CUST423,Dennis Johnson,marialopez@example.net,PROD172,Beauty,45.25,4.0,MY,Cancelled,2026-03-14
ORD1255,CUST356,Adam Harrison,connorprice@example.com,PROD157,Apparel,78.46,8.0,RS,Returned,2026-03-11
ORD1256,CUST281,Eric Martin,vfox@example.org,PROD163,Apparel,412.22,9.0,SB,Returned,2026-03-01
ORD1257,CUST93,Jeffrey Adams,oscar65@example.com,PROD193,Beauty,487.21,6.0,MU,Returned,2026-03-25
ORD1258,CUST373,David Cox,sydneyhenry@example.org,PROD147,Apparel,274.8,1.0,LT,Completed,2026-04-22
ORD1259,CUST448,Kevin Walker,brianarichardson@example.org,PROD120,Beauty,53.86,10.0,KE,Returned,2026-02-15
ORD1260,CUST66,Danny Salas,kerrihall@example.net,PROD194,Beauty,61.18,9.0,SA,Completed,2026-01-30
ORD1261,CUST48,Phyllis Douglas,phillipsjasmine@example.net,PROD133,Beauty,112.46,10.0,VC,Returned,2026-04-20
ORD1262,CUST153,Leslie Baker,david76@example.com,PROD197,Home,171.54,10.0,SB,Completed,2026-03-13
ORD1263,CUST375,Charles Miller,chenjulia@example.net,PROD149,Home,42.09,3.0,SA,Completed,2026-04-23
ORD1264,CUST391,Daniel Moore,gmitchell@example.net,PROD176,Apparel,499.13,7.0,GB,Completed,2026-04-12
ORD1265,CUST320,Julian Downs,wintersdustin@example.net,PROD146,Beauty,105.71,10.0,TD,Completed,2026-04-22
ORD1266,CUST78,Eric Carlson,thompsoncarlos@example.org,PROD145,Home,174.8,5.0,MC,Completed,2026-03-06
ORD1267,CUST126,Jerome Howard,jacksonpamela@example.org,PROD125,Home,332.55,2.0,MT,Returned,2026-03-31
ORD1268,CUST123,Diana Leon,newmanrandy@example.net,PROD150,Apparel,244.57,5.0,ID,Returned,2026-03-24
ORD1269,CUST135,Jason Taylor,frivera@example.net,PROD162,Beauty,396.82,8.0,MY,Returned,2026-03-24
ORD1270,CUST245,Michelle Allen,justin08@example.net,PROD188,Electronics,262.78,3.0,MZ,Cancelled,2026-04-20
ORD1271,CUST232,Robert Hodges,meyertoni@example.net,PROD177,Beauty,424.53,2.0,HT,Cancelled,2026-05-29 13:14:51.460361
ORD1272,CUST356,Anne Clark,zwatson@example.com,PROD143,Home,439.31,3.0,SR,Completed,2026-02-28
ORD1273,CUST320,Michael Owens,qjackson@example.net,PROD130,Home,403.1,8.0,BO,Returned,2026-03-21
ORD1274,CUST19,Victoria Watson,lindsaythompson@example.net,PROD155,Electronics,175.71,5.0,PG,Completed,2026-03-30
ORD1275,CUST135,Jamie Wong,chaseelizabeth@example.com,PROD113,Apparel,448.0,4.0,SL,Returned,2026-04-18
ORD1276,CUST263,Michelle Herrera,deborahlambert@example.org,PROD100,Home,314.56,10.0,LA,Completed,2026-02-14
ORD1277,CUST247,Mia Ortega,marygraves@example.org,PROD149,Beauty,440.68,10.0,MX,Completed,2026-04-22
ORD1278,CUST327,Robert Michael,fwilson@example.org,PROD166,Home,143.25,2.0,NO,Cancelled,2026-02-22
ORD1279,CUST338,Patricia Davis,ericwood@example.net,PROD181,Beauty,333.37,6.0,CI,Completed,2026-03-08
ORD1280,CUST153,Jose Zimmerman,careysierra@example.org,PROD200,Electronics,394.2,7.0,GA,Completed,2026-04-08
ORD1281,CUST481,Tina Russell,holmesalexis@example.com,PROD167,Apparel,44.2,5.0,GY,Cancelled,2026-04-15
ORD1282,CUST20,Daniel Warren,amber02@example.net,PROD131,Electronics,280.82,4.0,CF,Returned,2026-03-08
ORD1283,CUST481,Leonard Schmidt,garciasteven@example.org,PROD185,Electronics,342.48,3.0,MW,Returned,2026-03-04
ORD1284,CUST469,Heather Burnett,holmesjustin@example.org,PROD134,Beauty,325.13,6.0,ET,Completed,2026-03-20
ORD1285,CUST463,Jennifer Brown,latoyastevens@example.org,PROD108,Electronics,395.33,3.0,LR,Returned,2026-04-15
ORD1286,CUST171,Cory Deleon,krystalbecker@example.net,PROD167,Electronics,222.9,1.0,TG,Returned,2026-04-16
ORD1287,CUST95,Melanie Allen,hickstiffany@example.net,PROD196,Electronics,497.66,6.0,CY,Completed,2026-03-06
ORD1288,CUST337,Haley Clark,obeltran@example.org,PROD125,Apparel,204.05,8.0,KH,Completed,2026-03-27
ORD1289,CUST450,Laura Simpson,latoyalivingston@example.org,PROD179,Beauty,437.81,9.0,GD,Cancelled,2026-03-14
ORD1290,CUST69,Cassandra Harrell,xbrown@example.net,PROD163,Electronics,253.33,1.0,MN,Completed,2026-02-22
ORD1291,CUST346,Emily Burgess,aliceadams@example.org,PROD113,Electronics,347.99,6.0,EC,Completed,2026-02-01
ORD1292,CUST229,Heidi Cruz,glenn00@example.net,PROD185,Home,319.08,10.0,VC,Cancelled,2026-04-20
ORD1293,CUST342,Richard Sullivan,lawrencejason@example.net,PROD191,Beauty,85.78,1.0,GD,Returned,2026-04-05
ORD1294,CUST262,Brian Baxter,muellerjason@example.net,PROD123,Beauty,146.65,2.0,YE,Cancelled,2026-02-23
ORD1295,CUST35,Paul Meyer,melissa90@example.org,PROD158,Home,250.67,8.0,CF,Returned,2026-03-10
ORD1296,CUST146,Jaclyn Chapman,mallen@example.org,PROD139,Home,194.43,5.0,KM,Cancelled,2026-01-30
ORD1297,CUST42,Nicholas Klein,vcastro@example.org,PROD172,Apparel,435.36,9.0,GW,Cancelled,2026-03-13
ORD1298,CUST337,Alan Sharp,ashleystein@example.org,PROD172,Apparel,315.44,1.0,NZ,Completed,2026-03-16
ORD1299,CUST52,Kirk Holden,ilowery@example.com,PROD174,Electronics,90.91,3.0,TW,Returned,2026-04-27
ORD1300,CUST420,Stephen Harris,johnsondavid@example.net,PROD192,Apparel,182.49,8.0,SL,Completed,2026-04-11
ORD1301,CUST88,Sherri Vaughn,markeverett@example.net,PROD154,Beauty,38.78,5.0,JM,Cancelled,2026-02-25
ORD1302,CUST126,Renee Brown,antonio61@example.com,PROD112,Others,216.95,3.0,KN,Completed,2026-04-11
ORD1303,CUST458,Jessica Wells,martin15@example.org,PROD150,Home,389.3,4.0,AE,Returned,2026-02-27
ORD1304,CUST288,Michael Bowen,alloyd@example.net,PROD198,Apparel,26.59,8.0,PW,Completed,2026-04-17
ORD1305,CUST65,Cameron Allen,thorntonamanda@example.com,PROD117,Apparel,272.85,4.0,NG,Completed,2026-02-07
ORD1306,CUST272,Heather Neal,melissa36@example.net,PROD161,Apparel,281.06,3.0,CG,Cancelled,2026-04-01
ORD1307,CUST274,Amanda King MD,nathan19@example.net,PROD142,Electronics,127.07,2.0,FJ,Completed,2026-03-04
ORD1308,CUST393,Bryan Cook,cathy02@example.com,PROD168,Beauty,249.01,4.0,BS,Cancelled,2026-05-29 13:14:51.459816
ORD1309,CUST474,Betty Jensen,rivasangela@example.net,PROD199,Electronics,164.07,8.0,SI,Returned,2026-04-09
ORD1310,CUST1,Jeffrey Smith,travis37@example.org,PROD176,Electronics,255.36,2.0,UZ,Returned,2026-03-03
ORD1311,CUST274,Linda Harris,azimmerman@example.org,PROD128,Home,76.27,6.0,NZ,Cancelled,2026-02-27
ORD1312,CUST236,Amanda Wong,samuelanderson@example.org,PROD182,Apparel,122.14,10.0,MW,Cancelled,2026-03-14
ORD1313,CUST85,Nicole Green,victor52@example.net,PROD150,Apparel,125.34,1.0,TW,Returned,2026-04-01
ORD1314,CUST113,Dr. Lori Lee,davidhill@example.net,PROD108,Home,244.72,4.0,BF,Completed,2026-04-20
ORD1315,CUST279,Scott Jones,matthewnelson@example.com,PROD155,Beauty,214.99,4.0,GN,Completed,2026-04-25
ORD1316,CUST381,Patricia Knight,jason94@example.net,PROD102,Electronics,322.8,2.0,CN,Returned,2026-02-19
ORD1317,CUST371,Annette Hernandez,jowens@example.com,PROD168,Electronics,327.13,8.0,KM,Cancelled,2026-04-03
ORD1318,CUST29,Kristen Powell,traceybrown@example.com,PROD116,Beauty,261.61,2.0,BT,Cancelled,2026-02-08
ORD1319,CUST449,Lori Washington,dale59@example.net,PROD157,Beauty,344.33,6.0,BR,Returned,2026-03-22
ORD1320,CUST412,Daniel Cantrell,ehobbs@example.net,PROD178,Apparel,404.73,8.0,GM,Returned,2026-02-06
ORD1321,CUST69,Benjamin Hayes,barrylozano@example.org,PROD187,Home,452.37,1.0,BA,Returned,2026-03-21
ORD1322,CUST205,Alejandra Green,joseph50@example.org,PROD193,Apparel,416.27,9.0,LK,Returned,2026-04-13
ORD1323,CUST45,Barry Cabrera,williecarroll@example.com,PROD100,Home,438.98,4.0,KW,Completed,2026-02-20
ORD1324,CUST4,Carol Tran,jodifisher@example.com,PROD180,Electronics,154.16,9.0,MK,Completed,2026-03-01
ORD1325,CUST184,Megan Mullins,heatherclark@example.org,PROD132,Electronics,498.4,3.0,NI,Completed,2026-04-04
ORD1326,CUST326,Debra Meza,erica42@example.com,PROD161,Electronics,86.49,8.0,SY,Cancelled,2026-02-23
ORD1327,CUST269,Brett Vincent,rwyatt@example.org,PROD144,Electronics,405.03,7.0,EG,Cancelled,2026-03-22
ORD1328,CUST265,Jonathan Russo,griffithcathy@example.org,PROD134,Apparel,293.16,3.0,ST,Cancelled,2026-02-19
ORD1329,CUST300,Samantha Rice,todd30@example.com,PROD128,Beauty,258.5,4.0,RU,Completed,2026-04-01
ORD1330,CUST412,Kelly Weber,rosaleskaren@example.net,PROD136,Beauty,47.35,7.0,CO,Completed,2026-04-19
ORD1331,CUST496,Sean Malone,leetina@example.com,PROD140,Home,180.5,8.0,AL,Completed,2026-03-13
ORD1332,CUST190,Matthew Brown,alison09@example.com,PROD101,Electronics,264.44,8.0,TR,Completed,2026-03-07
ORD1333,CUST385,Jonathan Marshall,mrobertson@example.net,PROD174,Apparel,106.48,5.0,AU,Completed,2026-02-22
ORD1334,CUST230,Nicholas Bernard,scooper@example.net,PROD180,Apparel,228.3,10.0,MT,Completed,2026-03-31
ORD1335,CUST255,Susan Williamson,ttaylor@example.org,PROD160,Beauty,409.97,9.0,MM,Cancelled,2026-02-16
ORD1336,CUST169,Drew Navarro,danacherry@example.com,PROD156,Electronics,393.02,8.0,YE,Completed,2026-03-04
ORD1337,CUST264,Christopher Carlson,tcurtis@example.net,PROD123,Electronics,57.1,4.0,MC,Completed,2026-03-05
ORD1338,CUST337,Kristy Moore,shawn10@example.org,PROD158,Electronics,330.41,10.0,GM,Cancelled,2026-02-01
ORD1339,CUST295,John Lloyd,frazierglenda@example.com,PROD169,Electronics,327.1,1.0,MY,Completed,2026-03-13
ORD1340,CUST123,Katie Ochoa,hallmatthew@example.org,PROD144,Home,366.16,2.0,TO,Cancelled,2026-03-14
ORD1341,CUST284,Ashley White,zharrison@example.org,PROD127,Electronics,88.8,5.0,KG,Completed,2026-03-06
ORD1342,CUST228,Christopher Reid,hunterdavid@example.org,PROD132,Beauty,53.23,5.0,BR,Returned,2026-03-01
ORD1343,CUST360,Matthew Sutton,blackwelljoshua@example.net,PROD180,Beauty,386.81,1.0,MA,Completed,2026-04-20
ORD1344,CUST119,Paul Oconnor,fisherdebbie@example.org,PROD130,Apparel,470.38,5.0,CY,Cancelled,2026-04-13
ORD1345,CUST76,Tiffany Miller,saguirre@example.org,PROD176,Home,254.37,3.0,HT,Cancelled,2026-04-20
ORD1346,CUST212,Anthony Boyd,trodriguez@example.org,PROD120,Beauty,170.22,4.0,TO,Completed,2026-02-26
ORD1347,CUST224,Andrea Evans,nancyroberts@example.net,PROD104,Beauty,176.79,2.0,SG,Returned,2026-02-09
ORD1348,CUST349,Tonya Williams,diane85@example.net,PROD187,Electronics,167.25,-67.64562610140231,BH,Completed,2026-04-02
ORD1349,CUST422,Mr. Kevin Giles,davidlee@example.org,PROD137,Others,492.07,5.0,MK,Completed,2026-03-13
ORD1350,CUST398,Stephen Thomas,michael30@example.com,PROD103,Apparel,478.74,4.0,ER,Returned,2026-03-04
ORD1351,CUST275,Daniel Tucker,robertvega@example.org,PROD153,Apparel,74.7,4.0,IE,Returned,2026-02-27
ORD1352,CUST332,Tina Ford,david57@example.net,PROD193,Beauty,488.77,3.0,AE,Completed,2026-04-22
ORD1353,CUST331,Laura Jackson,richardsedward@example.com,PROD180,Beauty,134.44,3.0,MK,Returned,2026-01-31
ORD1354,CUST308,Donna Young,taylor24@example.com,PROD188,Electronics,219.53,9.0,AF,Completed,2026-03-19
ORD1355,CUST39,Joshua Williams,nelsonjeffery@example.net,PROD126,Electronics,81.32,3.0,TG,Completed,2026-02-14
ORD1356,CUST115,Phillip Williams,nancy92@example.com,PROD101,Electronics,70.55,10.0,CF,Cancelled,2026-03-17
ORD1357,CUST37,Erin Lara,bhardy@example.net,PROD129,Electronics,338.6,1.0,LB,Returned,2026-03-05
ORD1358,CUST171,Michelle Patrick,justin47@example.org,PROD152,Electronics,341.78,10.0,IQ,Completed,2026-04-16
ORD1359,CUST25,Douglas Durham,aprilbowen@example.com,PROD113,Electronics,357.86,4.0,ZW,Completed,2026-02-19
ORD1360,CUST280,Andre Christian,rachelmeyer@example.org,PROD190,Beauty,459.81,1.0,PL,Cancelled,2026-02-04
ORD1361,CUST342,Kimberly Myers,lori77@example.org,PROD178,Home,236.81,7.0,LR,Cancelled,2026-03-23
ORD1362,CUST200,Charles Kennedy,alecpierce@example.org,PROD130,Electronics,290.47,1.0,ME,Cancelled,2026-01-30
ORD1363,CUST307,Sarah Thomas,fjohnson@example.org,PROD155,Beauty,324.86,3.0,BI,Completed,2026-02-26
ORD1364,CUST142,Mariah Perkins,haroldhicks@example.com,PROD106,Beauty,176.12,6.0,US,Cancelled,2026-02-25
ORD1365,CUST225,Grant Stephens,jay33@example.com,PROD133,Electronics,310.87,8.0,VN,Cancelled,2026-03-10
ORD1366,CUST408,Erin Young,michael88@example.com,PROD170,Apparel,472.54,2.0,GW,Cancelled,2026-02-16
ORD1367,CUST346,Jeremy Jordan,ryanheath@example.com,PROD136,Home,45.8,9.0,NZ,Completed,2026-02-09
ORD1368,CUST499,Kelsey Orozco,samanthalopez@example.com,PROD144,Home,375.47,6.0,CF,Cancelled,2026-02-13
ORD1369,CUST465,Rachel Garza,michael38@example.net,PROD151,Home,237.95,10.0,FJ,Cancelled,2026-04-21
ORD1370,CUST168,Sandra Lamb,eanderson@example.org,PROD168,Beauty,313.24,5.0,VA,Completed,2026-02-16
ORD1371,CUST489,Brian Clark,hsanchez@example.net,PROD173,Beauty,311.62,4.0,AF,Cancelled,2026-04-01
ORD1372,CUST389,Jessica Wright,brendajimenez@example.net,PROD165,Home,178.69,7.0,GR,Completed,2026-03-28
ORD1373,CUST287,Jeffrey Smith,nicoleflowers@example.net,PROD140,Apparel,107.53,7.0,NO,Returned,2026-04-11
ORD1374,CUST235,Kevin Reese,tammyirwin@example.com,PROD154,Electronics,279.68,6.0,SE,Completed,2026-02-14
ORD1375,CUST341,Natalie Jimenez,shawnhall@example.net,PROD191,Electronics,300.27,1.0,SR,Returned,2026-04-23
ORD1376,CUST445,David Fernandez,taylorclinton@example.com,PROD133,Electronics,29.56,2.0,BE,Cancelled,2026-03-03
ORD1377,CUST130,John Garner,gomezashley@example.com,PROD151,Apparel,55.67,9.0,EE,Returned,2026-04-15
ORD1378,CUST410,Anthony Jordan,suzanne77@example.net,PROD177,Electronics,190.19,1.0,CZ,Returned,2026-04-28
ORD1379,CUST60,James Walter,barbarajones@example.net,PROD117,Beauty,300.99,6.0,NO,Returned,2026-02-23
ORD1380,CUST301,Evan Baker,wlee@example.net,PROD121,Electronics,155.98,1.0,SM,Returned,2026-04-03
ORD1381,CUST51,Chad Hebert,matthew60@example.net,PROD132,Home,307.43,2.0,IE,Returned,2026-02-19
ORD1382,CUST6,Joseph Shelton,jonathancox@example.com,PROD126,Electronics,324.22,9.0,BR,Cancelled,2026-03-07
ORD1383,CUST115,Betty Bond,moniquewoods@example.org,PROD131,Home,385.36,9.0,ML,Returned,2026-04-27
ORD1384,CUST132,Whitney Ibarra,michael77@example.net,PROD186,Electronics,269.53,9.0,SO,Completed,2026-04-08
ORD1385,CUST148,Amber Wise,mathisholly@example.com,PROD182,Beauty,353.9,1.0,DM,Cancelled,2026-03-24
ORD1386,CUST229,Jesse Miller,zzuniga@example.net,PROD124,Electronics,278.55,7.0,TJ,Completed,2026-04-13
ORD1387,CUST155,Kevin Pierce,heather00@example.org,PROD162,Electronics,323.68,10.0,SO,Returned,2026-03-26
ORD1388,CUST427,Susan Miller,wwhite@example.net,PROD200,Electronics,385.23,4.0,AL,Completed,2026-02-26
ORD1389,CUST186,Patricia Smith,wmorris@example.org,PROD104,Electronics,57.43,5.0,CL,Completed,2026-03-23
ORD1390,CUST175,Christopher Shepherd,phoffman@example.org,PROD194,Beauty,188.58,1.0,MG,Returned,2026-04-26
ORD1391,CUST225,Kevin Meyer,jacob18@example.org,PROD181,Electronics,372.86,3.0,AU,Cancelled,2026-02-26
ORD1392,CUST167,Hannah Black,robertnewman@example.org,PROD157,Beauty,264.6,6.0,LC,Completed,2026-02-21
ORD1393,CUST390,Christina Clark,ufernandez@example.net,PROD190,Home,312.61,6.0,BB,Returned,2026-03-08
ORD1394,CUST448,Matthew Alvarez,csteele@example.net,PROD110,Apparel,453.03,10.0,LK,Cancelled,2026-01-31
ORD1395,CUST319,Whitney Hobbs,sydney23@example.net,PROD163,Apparel,332.47,10.0,AE,Cancelled,2026-04-22
ORD1396,CUST68,John Johnson,dvega@example.org,PROD146,Beauty,63.68,2.0,CV,Returned,2026-03-20
ORD1397,CUST150,Dale Smith,dwayneflores@example.com,PROD186,Electronics,88.44,1.0,IQ,Completed,2026-03-01
ORD1398,CUST416,Mrs. Cynthia Brown,phillipsmelissa@example.org,PROD192,Home,348.76,2.0,RS,Cancelled,2026-03-26
ORD1399,CUST271,James Fernandez DDS,gchavez@example.net,PROD197,Home,287.03,3.0,GE,Completed,2026-03-07
ORD1400,CUST70,Molly Morris,josephprince@example.net,PROD140,Beauty,309.47,10.0,FJ,Completed,2026-04-07
ORD1401,CUST411,Shawn Johnson,lisa29@example.com,PROD149,Home,182.2,10.0,LA,Completed,2026-03-29
ORD1402,CUST470,Mrs. Debra Vazquez,dbell@example.com,PROD182,Beauty,344.51,10.0,SR,Returned,2026-04-19
ORD1403,CUST224,Cassandra Henderson,smcdonald@example.org,PROD145,Electronics,232.44,5.0,TL,Returned,2026-03-16
ORD1404,CUST254,Victoria Booth,vincentcannon@example.net,PROD100,Apparel,345.69,8.0,BO,Completed,2026-02-08
ORD1405,CUST122,Karina Moreno,rebeccajohnson@example.net,PROD117,Apparel,490.01,5.0,LB,Completed,2026-03-06
ORD1406,CUST320,Kelly Parker,mitchellpatrick@example.org,PROD106,Apparel,228.34,7.0,KP,Returned,2026-02-16
ORD1407,CUST367,Garrett Neal,lmartin@example.net,PROD171,Home,318.35,10.0,KZ,Completed,2026-04-04
ORD1408,CUST40,Mary Daniel,kristengarcia@example.com,PROD141,Beauty,51.64,8.0,PW,Cancelled,2026-02-13
ORD1409,CUST249,Wendy Lawrence,mariamiles@example.net,PROD132,Electronics,462.94,7.0,OM,Cancelled,2026-03-18
ORD1410,CUST155,Kimberly Davis,bakersteven@example.com,PROD170,Electronics,222.69,6.0,ER,Cancelled,2026-04-15
ORD1411,CUST108,Matthew Roberts,hwang@example.org,PROD135,Home,229.45,5.0,KW,Returned,2026-04-02
ORD1412,CUST78,Tammy Jones,timothyclark@example.net,PROD168,Home,297.29,4.0,DK,Completed,2026-04-22
ORD1413,CUST191,Mrs. Stephanie Smith,lewisamy@example.net,PROD131,Electronics,453.19,2.0,AM,Returned,2026-02-18
ORD1414,CUST123,Stephen Smith,mitchelljason@example.com,PROD150,Home,207.11,6.0,DO,Returned,2026-04-09
ORD1415,CUST19,Jacqueline Lane,andersondana@example.org,PROD165,Electronics,487.96,1.0,TL,Cancelled,2026-03-10
ORD1416,CUST252,Amanda Thomas,dustin52@example.net,PROD134,Electronics,422.36,1.0,MD,Returned,2026-05-29 13:14:51.460407
ORD1417,CUST242,Jacob Bradford,madelinerobbins@example.org,PROD154,Home,152.09,6.0,FJ,Cancelled,2026-03-05
ORD1418,CUST90,Timothy Robertson,scottnicholas@example.com,PROD166,Beauty,54.17,3.0,KG,Returned,2026-03-16
ORD1419,CUST479,Jim Bender,salassamantha@example.com,PROD160,Home,92.88,7.0,MD,Cancelled,2026-05-29 13:14:51.459750
ORD1420,CUST222,Vicki Farrell,nancybutler@example.org,PROD180,Electronics,429.84,6.0,SN,Returned,2026-03-10
ORD1421,CUST465,Katelyn King,kevinperez@example.org,PROD124,Electronics,463.6,7.0,CD,Completed,2026-02-15
ORD1422,CUST390,Kyle Fleming,goodwinjessica@example.com,PROD178,Apparel,493.01,9.0,SC,Completed,2026-04-25
ORD1423,CUST120,Melissa Walker,thomasmargaret@example.net,PROD120,Home,437.3,9.0,DJ,Cancelled,2026-03-17
ORD1424,CUST261,Ryan Nguyen,jamesjames@example.com,PROD118,Beauty,192.54,5.0,SC,Returned,2026-03-10
ORD1425,CUST99,Penny Peterson,travissnow@example.com,PROD143,Beauty,110.63,7.0,SC,Completed,2026-04-12
ORD1426,CUST31,Jason Beard,paul41@example.net,PROD124,Home,113.14,8.0,CN,Completed,2026-05-29 13:14:51.460382
ORD1427,CUST57,Russell Robinson,romansharon@example.net,PROD157,Electronics,427.56,10.0,BI,Returned,2026-02-22
ORD1428,CUST293,Sharon Jensen,jamestorres@example.com,PROD103,Electronics,384.92,3.0,DE,Returned,2026-03-24
ORD1429,CUST103,Rodney Rocha,savannahcarlson@example.net,PROD162,Beauty,329.01,1.0,FJ,Completed,2026-03-06
ORD1430,CUST368,Jamie Ellis,bwilliams@example.org,PROD162,Others,382.85,6.0,JO,Returned,2026-03-25
ORD1431,CUST211,Cassie Salazar,jonathan08@example.net,PROD173,Electronics,206.51,3.0,RO,Returned,2026-03-29
ORD1432,CUST268,Brian Mitchell,howematthew@example.org,PROD166,Beauty,27.22,3.0,TH,Completed,2026-03-31
ORD1433,CUST168,Brian Ingram,kim95@example.net,PROD102,Electronics,125.38,7.0,AD,Cancelled,2026-02-19
ORD1434,CUST322,Cheryl Gibson,fowlermichael@example.org,PROD154,Home,365.8,10.0,SL,Cancelled,2026-04-21
ORD1435,CUST97,Matthew Lee,whitneybarron@example.com,PROD117,Electronics,123.89,9.0,GQ,Cancelled,2026-04-08
ORD1436,CUST14,Shannon Gonzales,brianleach@example.com,PROD178,Beauty,100.07,7.0,SI,Completed,2026-03-24
ORD1437,CUST208,Jeffrey Douglas,sarah55@example.com,PROD145,Electronics,266.17,10.0,GY,Completed,2026-03-31
ORD1438,CUST472,Raymond Miller,gtownsend@example.com,PROD122,Beauty,182.19,9.0,MD,Returned,2026-04-01
ORD1439,CUST481,Olivia Jimenez,jessicacurtis@example.net,PROD199,Electronics,301.16,5.0,NA,Cancelled,2026-03-27
ORD1440,CUST386,Terry Day,vrowe@example.com,PROD176,Apparel,460.57,6.0,JO,Returned,2026-02-20
ORD1441,CUST457,Alexandra Barton,jasmine13@example.com,PROD140,Beauty,91.13,4.0,PH,Completed,2026-02-02
ORD1442,CUST412,Gregory Martinez,debra95@example.com,PROD167,Others,189.86,4.0,FJ,Completed,2026-03-06
ORD1443,CUST122,William Matthews,hamiltondaniel@example.org,PROD165,Beauty,408.21,5.0,SI,Completed,2026-03-19
ORD1444,CUST233,Amy Jackson,thompsonshawn@example.com,PROD101,Beauty,237.35,7.0,TJ,Cancelled,2026-03-12
ORD1445,CUST223,Jacob Montgomery,maymark@example.net,PROD169,Electronics,101.58,10.0,NZ,Completed,2026-03-26
ORD1446,CUST306,Christopher Perry,amber06@example.com,PROD121,Beauty,207.5,10.0,ER,Cancelled,2026-03-06
ORD1447,CUST443,Cynthia Sanchez,josephpalmer@example.net,PROD198,Beauty,250.57,9.0,TN,Completed,2026-02-14
ORD1448,CUST473,Darlene Brown,fcampos@example.net,PROD112,Home,349.13,6.0,TJ,Cancelled,2026-03-09
ORD1449,CUST322,George Hicks,michaeljohnson@example.com,PROD117,Home,213.61,10.0,BA,Completed,2026-03-17
